# YTID, start_seconds, end_seconds, positive_labels
RDCXvJPzT5k,520.0,530.0," ""/m/085jw;/m/0l14l2"""
RDNatVYvpeA,30.0,40.0," ""/m/085jw;/m/0l14j_;/m/0l156k"""
RDeHk2z3ryE,10.0,20.0," ""/m/01jg1z"""
RE1Kb8c8ptA,0.0,10.0," ""/m/068hy;/m/07qf0zm;/m/0bt9lr;/m/0jbk"""
REKUPscIquk,440.0,450.0," ""/m/02bk07"""
REeHsSo_LbE,370.0,380.0," ""/m/02mk9;/m/04_sv;/m/07qn4z3;/m/07yv9;/t/dd00130"""
REjSkrshiQ0,22.0,32.0," ""/m/07qv4k0"""
RF6Wn4iX6v8,20.0,30.0," ""/m/027m70_"""
RFGB05n-Tb4,310.0,320.0," ""/m/03lty"""
RFNRR78dh-8,80.0,90.0," ""/m/04szw;/m/0dwsp;/m/0dwt5;/m/0l14md"""
RFwvUYguGaQ,0.0,10.0," ""/m/096m7z"""
RGKxZ-k963M,30.0,40.0," ""/m/01c194"""
RGbbHGtmIY8,220.0,230.0," ""/m/03r5q_"""
RHOEMDGGZ1E,20.0,30.0," ""/m/06wzb;/m/07rjwbb;/m/0l156k"""
RHYFS7Fvy34,29.0,39.0," ""/m/07st88b;/m/09ld4"""
RHki6zf7fLk,40.0,50.0," ""/m/068hy;/m/07q0yl5;/m/0bt9lr;/m/0jbk"""
RI71ebbU0PQ,0.0,10.0," ""/m/01qbl;/m/026t6;/m/03qtq;/m/03t3fj;/m/06rvn;/m/0bm02;/m/0l14md"""
RIBawnOxIh0,0.0,10.0," ""/m/01d3sd;/m/07ppn3j"""
RIDIIlyiV2U,30.0,40.0," ""/m/07pl1bw;/m/083vt"""
RIe1omxr7nc,0.0,10.0," ""/m/0395lw;/m/0gy1t2s"""
RJOmSMQVCXg,220.0,230.0," ""/m/08cyft"""
RJViDdqUYyo,180.0,190.0," ""/m/02fsn;/m/0d8_n;/m/0l14_3"""
RJrwW5V_dCw,30.0,40.0," ""/m/07s34ls"""
RKau3tWWYqQ,80.0,90.0," ""/m/0dl83"""
RL0UbJ3R8Qw,30.0,40.0," ""/m/07pjjrj"""
RLBM6-eyUNM,140.0,150.0," ""/m/02fxyj"""
RLBkoyIj-_U,20.0,30.0," ""/m/07r4gkf"""
RLn_fGBzAYQ,100.0,110.0," ""/m/05lls"""
RMcuQrVFhDk,30.0,40.0," ""/m/078jl;/m/07rjwbb"""
ROCrWXwzNOk,310.0,320.0," ""/m/032s66;/m/0_1c"""
RODUzk9nelo,30.0,40.0," ""/m/03vt0;/m/09f96;/m/0h2mp"""
ROPkuiStRr0,7.0,17.0," ""/m/01jwx6;/m/0chx_"""
ROzDT_2gJAU,40.0,50.0," ""/m/03v3yw"""
RPLYy1Xbwt4,40.0,50.0," ""/m/0l15bq"""
RPw-sZgRRz0,30.0,40.0," ""/m/07p9k1k"""
RQ-5vwOMMOE,30.0,40.0," ""/m/01jwx6"""
RQ7lDco-c8Y,140.0,150.0," ""/m/01b82r;/m/083vt"""
RQeDG6hDGl0,180.0,190.0," ""/m/012n7d;/m/03j1ly;/m/03kmc9"""
RQeKaeHNzcM,130.0,140.0," ""/m/01h3n;/m/03l9g;/m/03vt0;/m/0h2mp"""
RREcC2GWsWQ,150.0,160.0," ""/m/01lsmm"""
RRUfimieXX0,50.0,60.0," ""/m/0242l;/m/04brg2"""
RRngOfphfqQ,30.0,40.0," ""/m/07qwdck"""
RS5xIIXG4r0,140.0,150.0," ""/m/0195fx;/m/01g50p;/m/06d_3;/m/07jdr;/m/07rwm0c"""
RSZZB_en5Pk,30.0,40.0," ""/m/01m4t"""
RSffmcbSIk4,110.0,120.0," ""/m/02bk07"""
RT-Lz7G0rgE,250.0,260.0," ""/m/01bns_;/m/0d8_n"""
RT8YPhMpN9k,0.0,10.0," ""/m/01g50p;/m/04zmvq;/m/06d_3;/m/07jdr;/m/07rwm0c"""
RTJYkv8lWOQ,40.0,50.0," ""/m/07rv4dm"""
RTKrmcS2BWs,0.0,10.0," ""/m/07ppn3j"""
RUGXRIiwH0Q,370.0,380.0," ""/m/0dxrf"""
RUpIc0iNqlo,140.0,150.0," ""/m/03dnzn;/m/0838f"""
RVhhSkrswc8,110.0,120.0," ""/m/032n05"""
RVrQJCHEt6I,30.0,40.0," ""/m/068zj;/m/0ch8v;/m/0jbk"""
RVvt4w_fPV0,550.0,560.0," ""/m/07pjjrj"""
RWJm2lQLyhQ,30.0,40.0," ""/m/07p78v5"""
RWuc8XP99fk,30.0,40.0," ""/m/07pdhp0"""
RX5jaZv52rQ,280.0,290.0," ""/m/02p01q;/m/07pdjhy"""
RXBS0Q5rHGM,170.0,180.0," ""/m/023vsd;/m/07pdjhy"""
RXeTWJJm6wg,16.0,26.0," ""/m/04s8yn;/m/07r5c2p"""
RXveLMrsl3M,0.0,10.0," ""/m/07pp8cl"""
RYK03ltDcqM,10.0,20.0," ""/m/01m2v;/m/0316dw;/t/dd00125"""
RYcVPWiGNyg,30.0,40.0," ""/m/07plct2;/m/083vt"""
RZ6BZI27gSg,70.0,80.0," ""/m/01d380;/m/07k1x;/m/0_ksk"""
RZIVGgQzUJU,0.0,10.0," ""/m/012n7d;/m/02mfyn;/m/03j1ly;/m/03kmc9;/m/04qvtq"""
Ra8JEDR3EF0,30.0,40.0," ""/t/dd00067"""
RaRfHrgcDcs,66.0,76.0," ""/m/026fgl;/m/0f8s22"""
RaYvMwQd3cs,30.0,40.0," ""/m/0dwsp;/m/0dwtp;/m/0j45pbj"""
Rac394119bg,30.0,40.0," ""/m/07k1x;/m/08j51y"""
Rac4MJXAfbU,14.0,24.0," ""/m/025rv6n;/m/07qn5dc;/m/07st89h;/m/09b5t"""
Rb4WJtVdRnE,190.0,200.0," ""/m/0l156k"""
RbDVQQ5e0co,550.0,560.0," ""/m/02cz_7"""
Rbggyp_dUdo,50.0,60.0," ""/m/015p6;/m/020bb7;/m/06_y0by;/m/09ddx;/t/dd00128"""
Rblq9XQG6TE,50.0,60.0," ""/m/01jwx6;/m/02mk9;/m/04_sv;/m/07yv9"""
Rbvd_O2_Kbo,10.0,20.0," ""/m/015lz1;/m/0dv5r"""
RcZHjDxpAWA,460.0,470.0," ""/m/07swgks"""
RcaEXvUFab0,220.0,230.0," ""/m/07pqc89"""
RcfNij45obU,30.0,40.0," ""/m/02_41;/m/03m9d0z;/t/dd00092"""
RcwkvMLx9p8,380.0,390.0," ""/m/02p01q;/m/07pdjhy"""
RdQWZQqJuqo,20.0,30.0," ""/m/032s66;/m/073cg4"""
ReEFmbsHrfY,90.0,100.0," ""/m/07qw_06"""
ReMkPJkfwYc,180.0,190.0," ""/m/015p6;/m/020bb7;/m/07r_25d;/m/0h0rv"""
ReO_Tho29h0,0.0,10.0," ""/m/015jpf;/m/01z47d"""
ReXtuIyu9ls,30.0,40.0," ""/m/032s66;/m/0_1c"""
RfGSlaxcN0w,30.0,40.0," ""/m/019jd;/m/034srq;/m/05kq4;/m/06q74"""
RfRI7TvuQfk,390.0,400.0," ""/m/07phxs1;/m/07qfgpx"""
Rgq9ccClZtY,27.0,37.0," ""/m/0hdsk"""
RhE-dwM8xlw,190.0,200.0," ""/m/01j4z9;/m/083vt"""
RhZ8pOgF4D0,0.0,7.0," ""/m/032s66;/m/0_1c"""
RiL4IvgFN6Q,30.0,40.0," ""/m/03kmc9;/m/0dgbq"""
Ri_Nco0B5YQ,40.0,50.0," ""/m/01b82r;/m/07pdjhy;/m/083vt"""
RighhtPYHGQ,0.0,10.0," ""/m/0gy1t2s"""
RjPErwhjgjc,30.0,40.0," ""/m/01m2v"""
RjZH5Nx38wc,400.0,410.0," ""/m/0dl83"""
Rl5H8kK0YIc,250.0,260.0," ""/m/05zc1;/t/dd00077"""
Rm3S-lMPiWQ,230.0,240.0," ""/m/0l156k"""
RmC3PV7x-ok,20.0,30.0," ""/m/0642b4"""
RmVaGGz7IjU,30.0,40.0," ""/m/026fgl;/m/0f8s22"""
RmYtLdigEFc,40.0,50.0," ""/m/0j6m2"""
Rn6UNgSaWvY,0.0,10.0," ""/m/0j2kx"""
RnWulFX7aww,60.0,70.0," ""/m/06xkwv"""
Rns8RlXyOMg,270.0,280.0," ""/m/01m2v"""
RoeqoS8L1xQ,30.0,40.0," ""/m/07q7njn"""
RpEAF62n30k,30.0,40.0," ""/m/0dl83"""
RqTVr682riY,20.0,30.0," ""/m/01x3z;/t/dd00125"""
RqY-5iN986o,30.0,40.0," ""/m/07qlf79"""
RsMAX7j1B2s,30.0,40.0," ""/m/085jw;/m/0l14l2"""
RsaA3ruInaw,30.0,40.0," ""/m/07qjznt"""
RscrFWDOntw,330.0,340.0," ""/m/02_41;/m/03j1ly;/m/03kmc9;/m/03m9d0z;/m/04qvtq"""
RsuP6OJTZMY,30.0,40.0," ""/m/0mbct"""
RtUwjXa_HmE,20.0,30.0," ""/m/016622"""
RtWkvi17Ry8,30.0,40.0," ""/m/01rd7k;/m/025rv6n;/m/07svc2k"""
RtZmqNGAsfY,20.0,30.0," ""/m/01bns_;/m/0d8_n"""
Rtel5iGCPO8,40.0,50.0," ""/m/012n7d;/m/012ndj;/m/03j1ly;/m/03kmc9"""
Rtw_UadbvmM,30.0,40.0," ""/m/01h3n;/m/03vt0;/m/0h2mp"""
RuGTpNRXMgE,30.0,40.0," ""/m/01c194"""
RuWc9oyAX-Q,29.0,39.0," ""/m/05zc1;/t/dd00077"""
Ruwtz5H2Jvg,30.0,40.0," ""/m/015p6;/m/020bb7;/m/07r_25d;/m/0h0rv"""
RwawG-UzIXE,170.0,180.0," ""/m/07phhsh"""
RxibnyBfX5A,22.0,32.0," ""/m/07qwyj0"""
RxmGtt0YzYY,580.0,590.0," ""/m/01p970;/m/026t6;/m/0l14md"""
RyPTSL-Zb3c,120.0,130.0," ""/m/03qtwd;/m/053hz1;/m/0g6b5"""
RyS6-NlGYW4,70.0,80.0," ""/m/03l9g"""
Ry_CLRGP87o,250.0,260.0," ""/m/07qh7jl;/t/dd00077"""
Rz53WSJeUfs,30.0,40.0," ""/m/07pbtc8"""
RzdSMVkYTSY,7.0,17.0," ""/m/07pn_8q"""
RzgKyF8Oxvk,0.0,10.0," ""/m/07ryjzk"""
Rzpe6JTlarU,30.0,40.0," ""/m/01xq0k1;/m/07rpkh9;/m/0ch8v"""
S-CpsHmHeaQ,430.0,440.0," ""/m/02rtxlg"""
S-Y7jqXndVs,220.0,230.0," ""/m/01p970;/m/026t6;/m/0l14md"""
S-e6LOnBoxw,0.0,5.0," ""/m/07qw_06"""
S-mCHi1cgas,10.0,20.0," ""/m/07rknqz;/m/07yv9;/m/0h9mv;/m/0k4j"""
S-tHr1TgYRg,30.0,40.0," ""/m/02fxyj"""
S051dpWiaeA,30.0,40.0," ""/m/085jw;/m/0l14j_"""
S0KR846C1cc,0.0,8.0," ""/m/07pc8lb"""
S0W_zIUYwrE,30.0,40.0," ""/m/01kcd;/m/06ncr;/m/07c6l"""
S1M_vwzA25k,30.0,40.0," ""/m/0261r1"""
S1dJCgFLI4U,30.0,40.0," ""/m/07s2xch"""
S1kmICsMnFU,0.0,10.0," ""/m/07p7b8y"""
S22TEJtIbkQ,29.0,39.0," ""/m/07r5c2p"""
S2Vk2fGMW1g,70.0,80.0," ""/m/01bjv;/m/0c3f7m"""
S38KjqRR418,200.0,210.0," ""/m/03q5t;/m/05148p4"""
S3d1Di_h4T4,380.0,390.0," ""/m/0316dw"""
S4bUmXQ7Bis,0.0,10.0," ""/m/06hck5;/m/06wzb;/m/07rjwbb"""
S4ncYfhH3EI,30.0,40.0," ""/m/07r_80w;/m/09d5_"""
S5-CkzJXxng,530.0,540.0," ""/m/0261r1;/m/07rgt08;/m/0ytgt"""
S55oQEPL0ew,0.0,10.0," ""/m/07rqsjt"""
S56azZJr6EE,50.0,60.0," ""/m/08p9q4"""
S5ONWWKaMIA,90.0,100.0," ""/m/019jd;/m/034srq;/m/03m9d0z;/m/05kq4;/m/06q74;/t/dd00092"""
S6DMbrpfvSg,410.0,420.0," ""/m/0llzx;/t/dd00125"""
S6kjov9iHLs,30.0,40.0," ""/m/0chx_"""
S7igso5_MBE,30.0,40.0," ""/m/01kcd;/m/07gql"""
S8-vYBpX5iE,110.0,120.0," ""/m/03cczk"""
S84hwHc_Duk,30.0,40.0," ""/m/019jd;/m/02rlv9"""
S89SDhdmaY0,180.0,190.0," ""/m/0dwsp;/m/0dwtp;/m/0j45pbj"""
SA4SG1Nt0mw,0.0,10.0," ""/m/02bm9n;/m/0l7xg;/t/dd00077"""
SAQnmv5TtNA,10.0,20.0," ""/m/039jq"""
SAZcgw2vK5o,30.0,40.0," ""/m/03vt0;/m/09f96;/m/0h2mp"""
SAgPeSGI6i4,310.0,320.0," ""/m/0btp2"""
SAiPzab5xVc,110.0,120.0," ""/m/0dv5r"""
SAxndzJuM4A,0.0,2.0," ""/m/07pws3f"""
SBpBcYlWA1s,50.0,60.0," ""/m/026fgl;/m/0f8s22"""
SBqPv8J81bQ,0.0,10.0," ""/m/01j3sz;/m/07sq110"""
SCf5rx_OyYM,90.0,100.0," ""/m/07pt_g0"""
SCzzbhIGPw0,0.0,4.0," ""/m/07rbp7_"""
SDR2VLgRUDE,270.0,280.0," ""/t/dd00065"""
SDoaCFFGt6A,30.0,40.0," ""/m/01jg02;/m/01jg1z"""
SE1ik9fxks4,90.0,100.0," ""/m/07q2z82;/m/07yv9;/m/0btp2;/m/0k4j;/m/0ltv"""
SEQ9Sz0UCl8,30.0,40.0," ""/m/01xqw;/m/02fsn;/m/0d8_n;/m/0l14_3"""
SEn6pfOHLf8,30.0,40.0," ""/m/0mkg"""
SFJm4TVL-gE,230.0,240.0," ""/m/06mb1;/m/0jb2l;/m/0ngt1;/t/dd00038"""
SFOBjWoQkjU,27.0,37.0," ""/m/0chx_"""
SFeGH1FEJVk,30.0,40.0," ""/m/01j4z9;/m/04_sv"""
SGFs2YlHYwg,30.0,40.0," ""/m/01jnbd;/t/dd00128"""
SGIvE5HtFSQ,30.0,40.0," ""/m/07pzfmf"""
SGdc1NOfVh8,220.0,230.0," ""/m/0790c"""
SH4csdrlum0,110.0,120.0," ""/m/03wvsk"""
SHGjVOTXlNc,30.0,40.0," ""/m/02mk9;/m/04229;/m/0k5j;/t/dd00130"""
SHYGoXwgKtk,50.0,60.0," ""/m/0l14jd"""
SHkWMdXMukw,20.0,30.0," ""/m/02fxyj"""
SIBMc9ZDLag,250.0,260.0," ""/m/08p9q4"""
SIQqT8XOBzw,30.0,40.0," ""/m/01jg02;/m/01jg1z"""
SJ-_0uGIL1c,340.0,350.0," ""/m/0dl83"""
SJ7BOzbRLHA,6.0,16.0," ""/m/0150b9;/m/03w41f"""
SJVQTdIqgh4,80.0,90.0," ""/m/06hck5;/m/06wzb;/m/07rjwbb"""
SJfH9OpYM4s,10.0,20.0," ""/m/07ryjzk"""
SKCVAB4hsPw,20.0,30.0," ""/m/07pyy8b"""
SK_KeWX6sdQ,180.0,190.0," ""/m/07qfgpx"""
SKmAZw8fe7U,70.0,80.0," ""/m/0130jx;/m/02jz0l;/m/0838f"""
SLcNr7mG044,30.0,40.0," ""/m/030rvx"""
SMAnW5k8nsw,240.0,250.0," ""/m/07p9k1k;/m/07ptfmf;/m/0dxrf"""
SNDdUY58vtY,30.0,40.0," ""/m/04s8yn;/m/07r5c2p"""
SNH0ywrOEvQ,30.0,40.0," ""/m/032s66;/m/0_1c"""
SNbFmdiPhfs,0.0,10.0," ""/m/05w3f"""
SNppi02D4sY,30.0,40.0," ""/m/07qz6j3"""
SOINI7tfBIQ,0.0,10.0," ""/m/0brhx"""
SOhN5XBtpHA,10.0,20.0," ""/m/01d3sd"""
SOrMVBHXljQ,270.0,280.0," ""/m/07qc9xj"""
SOyzcYgP9HA,70.0,80.0," ""/m/023vsd;/m/07pdjhy"""
SPvRS-s_OKw,40.0,50.0," ""/m/07s2xch"""
SPyeS5DNiVA,30.0,40.0," ""/m/01m4t"""
SQB-cCko4vI,290.0,300.0," ""/m/04gxbd"""
SQIGFcCMVKo,60.0,70.0," ""/m/023vsd;/m/07pdjhy;/m/083vt"""
SQQgQ8wVfF0,30.0,40.0," ""/m/0c3f7m"""
SQei2xJFNpk,310.0,320.0," ""/m/01b_21;/t/dd00125"""
SQvWa_q8OrI,70.0,80.0," ""/m/01z7dr"""
SS2tfY7AXB4,20.0,30.0," ""/m/04_sv;/m/07pb8fc;/m/07yv9"""
SS3jkEZXws0,0.0,8.0," ""/m/068hy;/m/07qf0zm;/m/0bt9lr;/m/0jbk"""
STe3TUVpJoc,0.0,10.0," ""/m/0cfdd"""
STqsvjzENwI,30.0,40.0," ""/m/01z47d;/m/07cx4"""
STs2rg4uLF0,30.0,40.0," ""/m/03j1ly;/m/03kmc9;/m/04qvtq"""
SUxfKJP4bJ4,40.0,50.0," ""/m/0d31p"""
SVGT6J6G4ts,11.0,21.0," ""/m/012ndj;/m/03j1ly;/m/03kmc9"""
SVsz5CKZaUQ,160.0,170.0," ""/m/07rn7sz"""
SVxYFuBzCuA,90.0,100.0," ""/m/07qv4k0"""
SVz7X1gqlcw,50.0,60.0," ""/m/068hy;/m/07mzm6;/m/0bt9lr;/m/0jbk"""
SWC3GdOLAOw,50.0,60.0," ""/m/04229;/m/04_sv;/m/07yv9"""
SWfXL0ry6y0,10.0,20.0," ""/m/03qtwd;/m/04gy_2"""
SWpwc8v5aoM,70.0,80.0," ""/m/07p_0gm"""
SWuibcsndns,30.0,40.0," ""/m/068hy;/m/07qz6j3;/m/0jbk"""
SWw5GqIPqEI,150.0,160.0," ""/m/02bm9n;/t/dd00077"""
SXFMAPPaAbA,30.0,40.0," ""/m/07pp_mv;/m/0c3f7m"""
SXJg7njeocc,90.0,100.0," ""/m/01j3sz;/t/dd00001"""
SXQF06ZPEi8,30.0,40.0," ""/m/012n7d;/m/03j1ly;/m/03kmc9;/m/04qvtq"""
SY2HVcJ1AsE,20.0,30.0," ""/m/07s2xch"""
SY9Qr44WBgs,30.0,40.0," ""/m/01yrx;/m/02yds9;/m/0jbk"""
SYVcaQ1Bzu8,110.0,120.0," ""/m/06bxc;/m/0glt670"""
SYYZf1HW8xA,60.0,70.0," ""/m/02bm9n;/m/0l7xg;/t/dd00077"""
SYc9bkfVIpE,70.0,80.0," ""/m/019jd;/m/06q74"""
SYreMmXlYj0,90.0,100.0," ""/m/02qmj0d"""
SYwBu6wdWJU,110.0,120.0," ""/m/0m0jc"""
SZ7KaU9P4v0,46.0,56.0," ""/m/01m4t"""
SZa8UQ0XAW4,80.0,90.0," ""/m/011k_j;/m/0l14md"""
S_84pCT230A,30.0,40.0," ""/m/013y1f;/m/03gvt"""
S_v5hrvOWIU,50.0,60.0," ""/m/04fgwm"""
S_wiInsK_DE,30.0,40.0," ""/m/04rmv"""
Sa3Ky5sJshU,190.0,200.0," ""/m/01s0ps;/m/05148p4;/m/05r5c"""
SaXqUwthJcE,80.0,90.0," ""/m/08j51y"""
SavkOa_GGLs,10.0,20.0," ""/m/06mb1;/m/0jb2l;/m/0ngt1;/t/dd00038"""
SbUwQctvbHg,240.0,250.0," ""/m/0395lw"""
SbzTJWeo-R8,30.0,40.0," ""/m/02l6bg;/m/02mk9;/m/04229;/m/07yv9;/m/0cmf2;/m/0k5j"""
Sbzu5-haizM,10.0,20.0," ""/m/0l156k"""
Sc6KFiJ89rY,20.0,30.0," ""/m/07phhsh"""
ScAlKYCgHV0,30.0,40.0," ""/m/0mkg"""
Sci2ZvIwqRY,10.0,20.0," ""/m/06xkwv;/m/07rcgpl"""
Scs63YXjViM,30.0,40.0," ""/m/01jg02"""
Sdnv8043mdk,70.0,80.0," ""/m/0395lw"""
Sdypf9Dw8Es,30.0,40.0," ""/m/03p19w;/m/07k1x;/m/0_ksk;/t/dd00126"""
Se5waJR_jXs,140.0,150.0," ""/m/01qbl;/m/03qtq"""
SeRNZygFHh8,0.0,9.0," ""/m/0395lw;/m/0gy1t2s"""
SeZPEPbFQzc,20.0,30.0," ""/m/01lsmm"""
SejQCsHzBMk,180.0,190.0," ""/m/04fgwm"""
SelikmBtyfQ,30.0,40.0," ""/m/07s34ls"""
SetP_RjhNUQ,130.0,140.0," ""/m/015lz1;/m/02fxyj"""
SeuVGJhjpA4,30.0,40.0," ""/m/015p6;/m/01rd7k;/m/020bb7;/m/025rv6n;/m/07pggtn;/m/07svc2k"""
Sf50w9AAJno,10.0,20.0," ""/m/04fgwm"""
SfXACvRRasI,20.0,30.0," ""/g/122z_qxw"""
SfrKwe01ufs,0.0,10.0," ""/m/07ryjzk"""
SfzAjCoQaUI,120.0,130.0," ""/m/05rj2"""
Si0JggSYGw4,190.0,200.0," ""/m/07qcx4z"""
SiVfjH0rseg,540.0,550.0," ""/m/07pxg6y;/t/dd00128"""
SijRZIQUa08,180.0,190.0," ""/m/02cz_7;/m/0y4f8"""
Simd4JoehW8,40.0,50.0," ""/m/013y1f;/m/01s0ps;/m/03xq_f;/m/05148p4;/m/05r5c"""
SizxwJ6erX0,0.0,10.0," ""/m/07qyrcz"""
SjTFujpRmWQ,80.0,90.0," ""/m/01x3z;/m/046dlr"""
SjVxsxc-78s,500.0,510.0," ""/m/03wvsk"""
SjmcSQLv9OM,530.0,540.0," ""/m/012xff"""
SjmvWsr5FMY,100.0,110.0," ""/m/05_wcq"""
SjqjLzzi34M,0.0,10.0," ""/m/0jtg0"""
Sk4I-lti67U,11.0,21.0," ""/m/07ptzwd"""
Skc_DzoALS0,0.0,7.0," ""/m/015jpf"""
SkhNjq1bU44,140.0,150.0," ""/m/01x3z;/m/046dlr"""
SkuZ6fwsehw,60.0,70.0," ""/m/07prgkl"""
SkxBwwn12wk,90.0,100.0," ""/m/07qn4z3"""
SkytPOrO66Y,0.0,10.0," ""/m/07rqsjt"""
SlGOQ8lIESM,0.0,1.0," ""/m/01s0vc"""
SlnjJv305Vg,100.0,110.0," ""/m/01xqw;/m/02fsn;/m/0l14_3"""
SlsIvwkbX4s,390.0,400.0," ""/m/07qlwh6;/t/dd00125"""
Sm5rhxYA_78,60.0,70.0," ""/m/06xkwv;/m/07rcgpl"""
SmzO3LW2Z1Y,70.0,80.0," ""/m/01b82r;/m/07pdjhy"""
SnSsXbJAal8,210.0,220.0," ""/m/07p9k1k"""
SnU-1Fi7pP4,330.0,340.0," ""/m/03vt0;/m/09f96;/m/0h2mp"""
So3FMQEqTXQ,30.0,40.0," ""/m/07qh7jl"""
So6aU6ez7t8,220.0,230.0," ""/m/05_wcq"""
SoLk8kiPkxY,30.0,40.0," ""/m/06hps"""
Sot9p4XpRtI,40.0,50.0," ""/m/0ln16"""
SpROsJJCc-w,90.0,100.0," ""/m/07r5c2p"""
SpWZ32YTFw4,50.0,60.0," ""/m/028ght;/m/02bk07"""
SpkfOrIYL7E,160.0,170.0," ""/m/05rj2"""
SqBPEHtOuUQ,30.0,40.0," ""/m/01jnbd"""
SqSMYKictUU,420.0,430.0," ""/m/07qh7jl;/t/dd00077"""
SqsmuNOtmwM,30.0,40.0," ""/m/01w250"""
SrF9_UAjcJw,330.0,340.0," ""/m/01bns_;/m/0d8_n"""
SsB-AP-fcSY,50.0,60.0," ""/m/019jd;/m/03m9d0z;/m/06q74;/t/dd00092"""
SsVc1TAVsSc,20.0,30.0," ""/m/03m5k;/m/0d8_n"""
SsYJ8SRGCVg,30.0,40.0," ""/m/012ndj;/m/03j1ly;/m/03kmc9"""
StGekhxY-qg,260.0,270.0," ""/m/06h7j;/m/07c52"""
StuVq5ZnlsY,90.0,100.0," ""/m/07ptfmf;/m/0dxrf"""
SuRykITj71Q,240.0,250.0," ""/m/0130jx;/m/02jz0l;/m/0838f"""
Sv2uqexdbTE,50.0,60.0," ""/t/dd00134"""
Sv9fcuRfk2o,70.0,80.0," ""/m/02mfyn"""
SvO5oxiLDXQ,40.0,50.0," ""/m/07pc8lb;/m/07qs1cx"""
Svpu2VIggu8,20.0,30.0," ""/m/01yrx;/m/02yds9;/m/068hy;/m/0jbk"""
Sw5kOYVwjFQ,190.0,200.0," ""/m/07pjjrj;/m/07rdhzs"""
SwOt_0-uU7w,100.0,110.0," ""/m/0dl83"""
SwdhfGXkMCo,30.0,40.0," ""/m/01kcd;/m/0319l"""
SxZXYlCkLt0,10.0,20.0," ""/m/03qtwd;/m/053hz1;/t/dd00135"""
Sx__Ldoy_A4,30.0,40.0," ""/m/01bns_;/m/0d8_n"""
SxvPb3JC11E,30.0,40.0," ""/m/02l6bg"""
SyGpCudBB04,540.0,550.0," ""/m/015p6;/m/020bb7;/m/07pggtn"""
SzTRYOdYcbw,13.0,23.0," ""/m/07mzm6"""
Sz_E3tMJRKg,120.0,130.0," ""/m/01h3n;/m/03vt0;/m/0h2mp"""
SzfIbRAyd9I,30.0,40.0," ""/m/07yv9;/m/0gvgw0"""
SzlM1A-eDuE,30.0,40.0," ""/m/013y1f;/m/03gvt"""
T00K0pMmUIQ,50.0,60.0," ""/m/01jwx6;/m/07yv9;/m/0k4j"""
T0uoYE12cnI,240.0,250.0," ""/m/015lz1;/m/06rqw"""
T1QnEyqO92w,0.0,10.0," ""/m/0k65p"""
T1ZXkqDLwrg,230.0,240.0," ""/m/078jl"""
T1cYDKFI1is,350.0,360.0," ""/m/06mb1;/m/07r10fb"""
T1eta_uOw44,500.0,510.0," ""/m/01b82r;/m/083vt"""
T1oO-8y_t2I,0.0,10.0," ""/m/011k_j"""
T26g0HOmYdQ,50.0,60.0," ""/m/018w8"""
T2AOK88EjT0,270.0,280.0," ""/m/07plz5l"""
T2pIUdaDMuA,10.0,20.0," ""/m/01sm1g;/m/026t6;/m/0l14md"""
T5ARSxTwTWc,440.0,450.0," ""/m/0mbct"""
T5CiDF-wAmg,30.0,40.0," ""/m/07qfgpx"""
T5pzn0UZViU,550.0,560.0," ""/m/02x984l"""
T62i7a2HQQ4,70.0,80.0," ""/m/07yv9;/m/0btp2;/m/0k4j"""
T6OLK9zJrlM,100.0,110.0," ""/m/02pjr4"""
T6VvyaBND9s,270.0,280.0," ""/m/01h3n;/m/03vt0;/m/0h2mp"""
T7-yT8o-DNs,30.0,40.0," ""/m/04rmv"""
T7khbuOBHbo,230.0,240.0," ""/m/01kcd;/m/07c6l;/m/07gql"""
T7rFcuQU_IE,30.0,40.0," ""/m/07q0yl5;/m/07s0dtb;/m/0jbk"""
T856zY58BS8,30.0,40.0," ""/m/05zc1;/t/dd00077"""
T8ohX1UzM7Q,20.0,30.0," ""/m/07qwyj0;/m/0ngt1"""
T9SfXoYuvpo,40.0,50.0," ""/m/03qtwd;/m/053hz1;/t/dd00135"""
T9fk99yqwN4,110.0,120.0," ""/m/085jw;/m/0l14l2"""
TA3E0Sk4Rno,350.0,360.0," ""/m/06hck5;/m/06wzb;/m/07rjwbb"""
TA57n2roc6s,60.0,70.0," ""/m/02mfyn"""
TAA7komOjaQ,30.0,40.0," ""/m/04s8yn;/m/07r5c2p"""
TAgahC6ZeWM,290.0,300.0," ""/m/01z5f;/m/068hy;/m/0bt9lr;/m/0jbk"""
TArWNq2retM,200.0,210.0," ""/m/013y1f;/m/03gvt;/m/03q5t;/m/05148p4"""
TBCzIp_jBYg,0.0,10.0," ""/m/068zj;/m/0jbk"""
TBHLEB_p3vE,30.0,40.0," ""/m/07qw_06"""
TC4mH6nACm8,30.0,40.0," ""/m/01p970;/m/0l14md"""
TCY0MBNDiMQ,190.0,200.0," ""/m/05r6t"""
TCc4dnhyHvQ,120.0,130.0," ""/m/07yv9;/m/0h9mv;/m/0k4j"""
TCr6p6z4WMw,30.0,40.0," ""/m/07rbp7_"""
TDBqWGhnoLM,10.0,20.0," ""/m/05tny_;/m/068hy;/m/0bt9lr;/m/0jbk"""
TDIiZpixlJY,410.0,420.0," ""/m/07plz5l"""
